code,name,price,change_pct,pe_ttm,pb,mcap_yi
300416,苏试试验,16.62,2.97,32.5,3.09,83.92
002150,正泰电源,25.06,-1.49,32.52,4.25,89.85
603087,甘李药业,55.81,-0.59,32.55,2.97,311.34
688617,惠泰医疗,199.66,2.7,32.6,9.83,282.58
000958,电投产融,5.88,1.91,32.67,2.14,316.55
002803,吉宏股份,21.07,0.62,32.72,3.43,60.83
688778,厦钨新能,55.3,-0.38,32.75,2.96,279.09
002276,万马股份,10.65,-2.65,32.78,1.76,107.26
300073,当升科技,48.14,-0.56,32.81,1.77,243.57
603507,振江股份,35.85,-0.47,32.83,2.54,65.17
000630,铜陵有色,6.45,1.57,32.89,2.35,718.72
002487,大金重工,58.48,-1.95,33.01,4.99,368.96
601566,九牧王,9.89,-3.42,33.02,1.5,56.83
600363,联创光电,32.74,-0.37,33.04,3.25,147.62
002063,远光软件,5.2,-3.53,33.04,2.5,92.0
603877,太平鸟,13.13,-1.87,33.07,1.4,61.62
002402,和而泰,23.86,-0.95,33.18,3.29,195.29
000977,浪潮信息,57.84,-2.61,33.24,3.82,848.42
688475,萤石网络,25.82,-3.15,33.27,3.59,203.33
601388,怡球资源,3.15,0.0,33.28,1.5,69.34
601375,中原证券,3.74,-3.36,33.3,1.19,128.94
600223,福瑞达,5.54,-1.07,33.34,1.32,56.32
603890,春秋电子,22.8,-3.39,33.37,3.09,101.88
600649,城投控股,3.64,-0.55,33.4,0.43,91.16
600263,路桥建设,16.43,0.0,33.44,3.12,67.06
688161,威高骨科,21.83,-1.71,33.45,2.08,87.32
300041,回天新材,13.34,-2.7,33.48,2.46,72.58
300286,安科瑞,27.2,-2.65,33.56,3.08,56.51
002396,星网锐捷,17.87,-4.9,33.64,1.98,135.35
601136,首创证券,13.57,-1.45,33.66,2.62,370.91
688213,思特威-W,87.7,-1.81,33.71,6.91,283.72
688049,炬芯科技,40.8,-0.24,33.74,3.41,71.47
002761,浙江建投,7.13,-2.06,33.74,1.09,77.13
002019,亿帆医药,9.87,-2.08,33.75,1.37,83.16
002416,爱施德,10.27,1.28,33.83,2.37,125.69
000501,武商集团,7.1,-1.93,33.86,0.5,54.54
600985,淮北矿业,16.42,1.17,33.88,1.07,442.23
301155,海力风电,46.21,-2.41,33.89,1.75,56.96
601116,三江购物,10.95,-2.58,33.92,1.82,59.97
601858,中国科传,20.89,-4.66,33.93,2.89,165.14
601138,工业富联,69.52,-2.26,33.94,7.83,13795.61
600864,哈投股份,5.04,-1.95,33.99,0.81,104.86
002560,通达股份,8.07,-0.62,34.03,2.2,51.11
603050,科林电气,19.26,-1.03,34.12,4.22,77.68
000938,紫光股份,25.35,-2.2,34.12,4.67,725.03
600143,金发科技,15.43,-2.71,34.14,2.05,406.55
002709,天赐材料,48.46,3.33,34.46,5.35,731.27
301607,富特科技,40.1,-2.72,34.48,5.2,60.87
600755,厦门国贸,5.52,-1.43,34.52,0.61,117.7
301275,汉朔科技,39.49,-0.38,34.56,4.05,118.81
600917,重庆燃气,5.0,1.01,34.64,1.35,78.05
603809,豪能股份,10.42,-1.14,34.66,2.64,95.89
605058,澳弘电子,36.35,2.19,34.89,2.86,51.95
002493,荣盛石化,10.75,-3.59,34.92,2.36,1003.84
603160,汇顶科技,57.11,-4.78,35.06,2.89,266.07
001289,龙源电力,17.8,-1.06,35.06,1.94,897.46
300827,上能电气,29.83,-2.07,35.12,3.92,115.45
300547,川环科技,32.07,-1.75,35.29,5.02,57.16
300697,电工合金,15.11,-1.18,35.29,5.26,50.05
002756,永兴材料,62.83,4.93,35.32,2.61,243.2
601268,*ST二重,2.35,0.0,35.35,1.14,169.52
603283,赛腾股份,50.93,2.76,35.36,5.26,179.54
600497,驰宏锌锗,8.44,2.8,35.37,2.53,425.41
002166,莱茵生物,7.39,-0.4,35.39,1.76,54.58
300483,首华燃气,18.63,1.91,35.55,1.95,71.7
002410,广联达,8.85,-3.59,35.7,2.56,138.96
300627,华测导航,30.15,-2.52,35.77,5.81,197.1
000922,佳电股份,12.03,0.59,35.9,2.17,84.8
600779,水井坊,28.5,-3.55,35.94,2.63,138.94
002399,海普瑞,9.32,-1.89,35.94,1.12,116.24
603619,中曼石油,24.27,1.76,36.03,2.61,112.21
603156,养元饮品,40.8,2.67,36.07,5.94,514.19
600456,宝钛股份,28.6,-0.1,36.09,1.92,136.64
002164,宁波东力,13.7,-1.72,36.12,4.59,65.73
002970,锐明技术,63.92,-2.87,36.13,5.8,80.79
600475,华光环能,14.17,0.71,36.16,1.56,133.61
600765,中航重机,13.27,0.45,36.21,1.44,206.02
600760,中航沈飞,41.62,1.39,36.28,5.12,1177.66
000725,京东方Ａ,5.83,-3.32,36.3,1.59,2061.9
301029,怡合达,29.85,-1.19,36.45,4.53,137.87
600452,涪陵电力,10.25,-1.54,36.48,2.74,157.5
603997,继峰股份,13.83,1.92,36.6,3.34,175.95
603901,永创智能,10.69,0.09,36.73,2.13,57.76
002049,紫光国微,71.42,-2.16,36.73,4.36,606.72
000417,合百集团,7.03,-4.35,36.74,1.15,54.77
603888,新华网,17.99,-4.92,36.79,3.19,121.39
002246,北化股份,20.5,2.19,36.8,3.62,112.55
000949,新乡化纤,6.37,-3.19,36.86,1.56,105.52
300999,金龙鱼,24.87,-1.11,36.91,1.4,134.96
002821,凯莱英,113.61,0.19,36.93,2.28,360.14
000833,粤桂股份,26.68,4.46,36.97,5.33,121.05
002827,高争民爆,25.39,0.28,37.05,6.76,70.08
600930,华电新能,5.69,-0.52,37.07,2.15,183.78
300725,药石科技,31.25,-2.25,37.12,1.34,63.35
002062,宏润建设,7.86,-2.48,37.14,2.01,88.4
603686,福龙马,14.04,-2.16,37.16,1.67,58.33
000800,一汽解放,6.02,0.5,37.27,1.12,296.23
605011,杭州热电,17.78,-2.74,37.41,2.93,71.14
002947,恒铭达,84.1,-2.66,37.47,6.93,166.77
600436,片仔癀,118.35,0.72,37.53,4.69,714.03
603876,鼎胜新材,25.23,2.19,37.73,3.07,234.45
605128,上海沿浦,24.25,-1.82,37.86,3.57,76.14
605228,神通科技,13.48,-0.07,37.88,2.89,64.32
688139,海尔生物,26.4,-1.05,37.99,1.88,83.55
688667,XD菱电电,108.27,4.67,38.14,3.21,57.05
600577,精达股份,10.85,0.56,38.23,3.83,233.39
300100,双林股份,28.65,-4.44,38.26,5.03,157.91
601969,海南矿业,9.09,3.18,38.27,2.65,179.3
688188,柏楚电子,155.21,1.45,38.31,7.0,449.62
601155,新城控股,11.68,-0.43,38.33,0.43,263.46
600276,恒瑞医药,46.98,-0.06,38.4,5.0,2996.86
600390,五矿资本,4.51,-2.17,38.43,0.48,202.86
002273,水晶光电,33.18,-2.67,38.51,4.65,451.94
002460,赣锋锂业,69.94,3.46,38.53,3.16,847.13
002422,科伦药业,38.08,2.75,38.55,2.55,494.51
601689,拓普集团,61.38,-2.9,38.57,4.49,1066.68
301127,武汉天源,12.27,-4.74,38.63,2.44,80.28
002443,金洲管道,11.25,0.0,38.68,1.68,58.39
002810,山东赫达,22.13,1.05,38.81,3.47,71.66
002987,京北方,11.41,-4.84,38.84,4.21,115.49
000777,中核科技,16.0,-1.23,38.98,2.5,61.35
600884,杉杉股份,13.1,0.15,38.99,1.31,240.4
300618,寒锐钴业,34.9,0.9,39.1,1.97,95.1
300498,温氏股份,12.86,0.23,39.2,2.16,765.08
603305,旭升集团,13.39,-3.74,39.21,1.65,154.75
688252,天德钰,20.19,-2.18,39.52,3.36,82.58
300124,汇川技术,69.21,-1.27,39.53,5.35,1668.18
300171,东富龙,10.77,-1.82,39.7,1.04,60.6
300373,扬杰科技,100.19,-0.21,39.72,5.65,543.17
300699,光威复材,27.29,-1.19,39.8,3.91,224.16
300681,英搏尔,30.33,-3.65,40.04,3.02,70.0
601618,中国中冶,2.61,-1.88,40.08,0.52,465.95
002006,精工科技,14.8,-2.63,40.09,3.08,76.93
300224,正海磁材,12.28,-2.92,40.11,2.28,113.87
300341,麦克奥迪,13.91,-3.4,40.18,3.64,71.69
603983,丸美生物,21.37,-2.29,40.19,2.5,85.69
002179,中航光电,36.5,-1.78,40.25,3.29,765.22
300488,恒锋工具,38.52,3.77,40.33,3.37,62.5
000063,中兴通讯,37.81,-1.59,40.42,2.36,1522.84
002458,益生股份,8.0,-0.62,40.62,2.58,77.31
300174,元力股份,24.9,-1.39,40.67,2.6,90.38
000795,英洛华,9.14,-3.08,40.73,4.14,102.03
603858,步长制药,14.48,-1.5,40.84,1.49,152.7
300031,宝通科技,25.65,-3.06,40.84,2.63,90.26
600850,电科数字,18.26,-3.84,40.91,2.53,124.2
002429,兆驰股份,10.66,-1.3,40.95,2.92,482.29
000541,佛山照明,4.71,-2.08,41.05,1.05,57.96
600663,陆家嘴,6.5,-1.66,41.2,1.3,205.12
600916,中国黄金,7.47,0.54,41.2,1.72,125.5
000035,中国天楹,5.0,0.0,41.25,1.11,115.65
002126,银轮股份,46.81,-0.34,41.34,5.37,371.77
002028,思源电气,172.0,-1.71,41.36,8.35,1050.38
600562,国睿科技,21.0,-0.14,41.37,3.88,260.79
603915,国茂股份,15.31,-3.47,41.4,2.63,100.53
300145,南方泵业,5.4,-1.64,41.4,3.48,103.18
603341,龙旗科技,35.39,1.2,41.43,2.66,94.21
688411,海博思创,241.3,-0.25,41.49,9.31,319.9
600839,四川长虹,6.67,-4.44,41.5,2.0,307.82
000090,天健集团,3.55,0.28,41.51,0.59,66.33
002518,科士达,45.56,-1.83,41.55,5.63,257.48
000034,神州数码,22.15,-4.4,41.58,2.02,188.09
605580,恒盛能源,24.15,-2.78,41.69,6.83,67.62
300986,志特新材,17.98,-1.15,41.74,3.32,74.01
688639,华恒生物,20.6,0.49,41.75,1.95,51.52
688708,佳驰科技,46.21,3.01,41.87,5.55,65.75
688516,奥特维,52.91,-2.72,41.94,4.54,166.54
300066,三川智慧,5.68,-2.74,41.97,2.29,56.69
688665,四方光电,55.47,2.34,42.05,4.9,56.13
300580,贝斯特,23.62,-2.64,42.13,3.61,111.63
688002,睿创微纳,130.81,4.33,42.18,8.54,614.74
000880,潍柴重机,24.0,-2.95,42.21,5.16,54.49
002498,汉缆股份,7.25,-0.82,42.25,2.74,241.19
688543,国科军工,40.09,1.62,42.28,4.45,55.79
300037,新宙邦,75.6,4.78,42.28,5.36,408.86
300976,达瑞电子,67.1,-0.24,42.29,3.51,80.77
002985,北摩高科,27.26,-0.62,42.38,3.33,90.21
001213,中铁特货,3.58,-1.38,42.47,0.83,159.11
688563,航材股份,49.18,2.14,42.51,2.12,57.54
002324,普利特,11.7,-2.17,42.53,2.77,90.82
601226,华电科工,6.85,-0.87,42.6,1.83,79.61
600176,中国巨石,41.07,4.32,43.01,5.21,1644.09
002125,湘潭电化,18.32,-1.87,43.12,3.46,115.33
603039,泛微网络,45.56,-0.31,43.17,5.33,140.16
002053,云南能投,10.41,-0.86,43.32,1.28,95.85
002106,莱宝高科,12.59,-4.69,43.35,1.58,88.75
601231,环旭电子,35.17,-4.22,43.41,3.63,840.25
688097,博众精工,63.57,-3.54,43.5,5.92,282.89
603730,岱美股份,12.91,-0.54,43.53,6.25,277.38
688190,XD云路股,100.68,-1.28,43.55,4.62,120.82
300450,先导智能,41.77,-2.41,43.6,3.91,651.37
002940,昂利康,27.5,-4.35,43.62,3.37,50.95
600315,上海家化,17.69,-1.06,43.63,1.68,118.92
688779,五矿新能,8.46,0.0,43.74,2.3,163.21
002782,可立克,22.52,-3.64,43.79,5.22,109.56
605123,派克新材,94.5,-0.23,43.8,2.48,114.51
603040,新坐标,85.71,-1.08,43.94,7.52,116.35
002390,信邦制药,2.89,-1.37,43.99,0.84,55.71
000821,ST京机,8.94,-3.87,44.19,1.33,54.06
688099,晶晨股份,89.68,-1.46,44.24,5.04,379.63
000559,万向钱潮,13.21,-1.42,44.28,5.4,437.83
002755,奥赛康,12.71,-2.16,44.29,3.57,117.97
300347,泰格医药,39.7,2.43,44.31,1.63,224.89
688046,药康生物,17.28,-2.87,44.35,3.22,70.85
002516,旷达科技,5.92,0.85,44.67,2.34,86.28
002759,天际股份,26.88,3.74,44.73,3.87,134.65
603179,新泉股份,50.5,0.3,44.79,4.87,360.67
688772,珠海冠宇,16.26,-1.63,44.83,2.68,184.09
000810,创维数字,10.04,-4.47,44.86,1.75,111.5
300303,聚飞光电,9.04,1.69,44.87,3.49,120.11
688615,合合信息,113.22,-4.67,44.99,7.76,153.23
603916,苏博特,13.39,-1.18,45.0,1.36,56.28
300775,三角防务,22.25,1.46,45.0,2.07,118.29
002239,奥特佳,2.43,-2.02,45.03,1.36,65.18
300207,欣旺达,19.13,-2.3,45.03,1.44,327.86
603638,艾迪精密,23.53,-1.59,45.23,5.5,200.4
000155,川能动力,13.05,0.69,45.25,2.24,240.92
600372,中航机载,10.73,0.0,45.29,1.38,519.21
601699,潞安环能,17.83,-0.67,45.32,1.15,533.37
300677,英科医疗,46.25,-1.45,45.33,1.67,215.35
300768,迪普科技,13.91,-4.99,45.54,2.57,58.51
600155,华创云信,5.2,-2.8,45.55,0.58,115.1
002664,信质集团,17.4,-1.92,45.58,2.01,70.05
600114,东睦股份,39.72,-1.22,45.6,7.43,244.83
002065,东华软件,6.89,-3.64,45.63,1.78,200.36
600032,XD浙江新,8.56,-3.6,45.7,1.61,205.84
301047,义翘神州,59.2,-1.17,45.79,1.39,70.79
600038,中直股份,27.25,-1.62,45.81,1.28,182.28
002601,龙佰集团,14.41,-3.87,46.09,1.5,286.41
601989,中国重工,5.1,0.0,46.1,1.36,1162.9
605060,联德股份,46.73,-0.79,46.1,4.45,111.66
603989,艾华集团,30.59,-2.02,46.13,3.09,121.99
300727,润禾材料,31.56,-1.56,46.14,4.29,51.16
300127,银河磁体,27.52,-1.47,46.3,6.18,63.52
600812,XD华北制,4.35,-0.23,46.35,1.36,74.63
000025,特  力Ａ,15.27,-2.37,46.38,3.54,59.98
002138,顺络电子,55.63,-4.58,46.45,7.06,420.84
688209,英集芯,21.8,-1.67,46.48,4.23,94.56
300109,新开源,16.78,-1.12,46.5,2.19,75.05
300093,*ST金刚,23.0,0.0,46.75,6.38,53.12
002466,天齐锂业,61.0,2.56,46.77,2.25,900.19
000937,冀中能源,5.38,2.48,46.93,0.98,184.72
002050,三花智控,45.69,0.73,47.04,5.89,1683.31
002611,东方精工,17.02,-2.3,47.07,3.66,170.52
300953,震裕科技,140.15,-0.67,47.08,7.26,243.89
002600,领益智造,13.63,-1.94,47.12,4.11,981.32
300684,中石科技,53.91,2.02,47.26,8.03,110.14
002334,英威腾,8.26,-4.07,47.46,2.26,60.71
603127,昭衍新药,31.39,-1.63,47.51,2.75,197.87
000539,粤电力Ａ,7.55,0.27,47.69,1.7,192.93
002057,中钢天源,11.36,2.71,47.74,2.62,85.58
600777,*ST新潮,5.34,-1.29,47.81,1.64,339.95
600580,卧龙电驱,34.83,-3.28,47.98,5.0,542.52
000676,智度股份,5.47,-4.54,48.1,1.61,68.87
603063,禾望电气,49.92,-2.29,48.11,4.45,229.4
300017,网宿科技,14.05,0.29,48.14,3.46,328.97
002243,力合科创,7.01,-3.71,48.2,1.17,84.41
603499,翔港科技,16.84,-0.94,48.21,5.51,50.96
300192,科德教育,16.18,-1.04,48.32,5.33,52.53
002386,天原股份,5.69,0.89,48.41,0.97,74.05
603125,常青科技,24.45,-1.53,48.51,3.94,98.98
605118,力鼎光电,32.29,0.75,48.54,8.21,132.02
688698,伟创电气,57.7,-3.43,48.54,5.32,123.49
600305,恒顺醋业,6.75,-1.89,48.57,2.18,74.45
002145,钛能化学,4.17,-3.02,48.6,1.32,158.73
603950,长源东谷,59.13,-1.45,48.63,6.28,191.35
600508,上海能源,12.79,1.75,48.7,0.72,92.44
688271,联影医疗,112.22,1.46,48.73,4.21,924.87
600095,湘财股份,7.49,-2.09,48.78,1.74,214.15
603060,国检集团,7.49,0.0,48.8,2.98,60.22
688018,乐鑫科技,112.44,-3.14,48.82,5.93,263.54
600339,中油工程,3.26,0.93,48.85,0.68,182.01
688122,西部超导,53.7,-0.37,48.92,4.86,348.87
600509,天富能源,8.03,-1.23,49.12,1.42,110.36
605365,立达信,15.65,-0.82,49.21,2.07,78.57
301238,瑞泰新材,21.67,-0.23,49.29,2.19,158.91
688798,艾为电子,64.28,-2.61,49.3,3.61,87.26
301363,美好医疗,24.95,2.67,49.3,3.75,93.11
600373,中文传媒,7.84,-1.13,49.58,0.59,105.63
688726,拉普拉斯,60.18,-1.51,49.66,5.79,132.35
002675,东诚药业,12.31,-1.44,49.68,2.41,91.51
688608,恒玄科技,145.14,-1.99,49.71,3.42,244.84
600851,海欣股份,7.11,0.0,49.92,1.89,52.49
000578,盐湖集团,24.44,0.0,50.0,8.36,62.09
002580,圣阳股份,20.52,-0.87,50.03,3.86,92.82
301153,中科江南,17.1,-3.39,50.04,3.32,56.73
300558,贝达药业,52.8,4.33,50.36,3.3,221.44
600759,ST洲际,2.58,2.38,50.37,1.18,106.91
301000,肇民科技,28.91,-4.05,50.41,5.56,66.38
688692,达梦数据,254.0,-2.35,50.47,7.62,185.77
605222,起帆电缆,24.05,-4.98,50.63,2.11,99.3
688377,迪威尔,25.09,-2.53,50.76,3.13,58.6
600637,东方明珠,8.44,-3.43,50.82,0.95,283.74
002738,中矿资源,58.75,2.8,51.04,3.42,417.85
002108,沧州明珠,4.63,-1.07,51.06,1.51,76.28
688428,诺诚健华,21.15,0.76,51.1,5.08,56.76
605133,嵘泰股份,33.85,-1.17,51.11,2.51,95.5
688301,奕瑞科技,166.09,1.59,51.22,5.64,351.2
000021,深科技,39.08,1.93,51.32,4.73,615.17
002294,信立泰,31.14,-0.45,51.32,4.07,347.08
600195,中牧股份,6.62,-2.07,51.41,1.19,67.6
600905,三峡能源,4.16,1.22,51.53,1.33,1189.25
300918,南山智尚,12.38,-1.04,51.54,1.62,62.66
002048,宁波华翔,27.65,-3.12,51.71,1.91,196.26
688006,杭可科技,32.63,-4.25,51.74,3.63,196.98
600724,宁波富达,6.64,2.79,51.75,3.4,95.94
600635,大众公用,4.77,-2.85,51.8,1.58,115.38
002993,奥海科技,64.82,-3.41,51.97,3.82,154.56
688059,华锐精密,173.0,-1.09,52.01,7.97,161.89
000768,中航西飞,20.78,3.8,52.12,2.57,576.94
601179,中国西电,13.46,-1.32,52.21,2.95,689.94
002716,湖南白银,8.68,1.88,52.39,6.04,201.8
002988,豪美新材,24.49,0.2,52.39,2.27,61.18
601016,节能风电,3.99,0.5,52.44,1.47,240.93
688239,航宇科技,54.91,1.87,52.46,5.06,104.68
600522,中天科技,49.27,-1.85,52.65,4.42,1681.56
605589,圣泉集团,61.0,1.5,52.84,4.73,516.01
301379,天山电子,24.08,4.6,52.91,4.67,52.42
688289,圣湘生物,14.34,-2.18,52.94,1.16,83.08
002353,杰瑞股份,145.01,0.15,52.97,6.52,1002.08
688518,联赢激光,25.82,-0.58,53.0,2.71,88.13
000811,冰轮环境,31.4,-0.1,53.01,4.77,307.22
688486,龙迅股份,72.0,3.11,53.05,5.97,96.28
603927,中科软,14.38,-4.52,53.27,4.03,119.5
002171,楚江新材,12.88,1.42,53.38,2.38,207.85
000973,佛塑科技,14.0,-0.43,53.39,3.77,135.44
601399,国机重装,3.56,-0.84,53.56,1.73,256.8
603019,中科曙光,81.37,-1.61,53.68,5.41,1190.2
002559,亚威股份,9.98,2.15,53.85,3.16,50.3
603267,鸿远电子,66.7,-2.91,53.89,3.46,154.13
300201,海伦哲,17.29,-2.32,53.95,9.27,173.53
600422,昆药集团,8.39,-0.47,53.97,1.22,63.51
301207,华兰疫苗,16.86,-2.32,54.04,1.76,101.27
300990,同飞股份,79.26,0.49,54.12,6.43,61.64
001287,中电港,25.52,-1.58,54.16,3.56,193.93
002139,拓邦股份,9.51,-4.61,54.17,1.72,101.86
688636,智明达,34.94,-0.31,54.39,4.35,60.76
300507,苏奥传感,7.09,0.85,54.43,2.62,54.95
002358,森源电气,5.77,-1.87,54.46,1.6,53.65
300748,金力永磁,29.24,-0.58,54.51,5.46,330.42
002080,中材科技,63.88,1.72,54.61,5.44,1071.99
688360,德马科技,20.88,-2.43,54.75,3.77,52.68
002051,中工国际,11.7,-2.74,54.95,1.24,143.49
603269,海鸥股份,21.22,-1.35,54.99,6.35,65.52
002017,东信和平,15.69,-0.06,54.99,4.87,91.02
300129,泰胜风能,9.09,-1.2,55.05,1.75,65.33
688065,凯赛生物,45.0,3.23,55.06,1.82,262.52
600237,铜峰电子,10.28,-3.93,55.28,3.32,64.21
601068,中铝国际,4.95,-1.2,55.29,4.81,126.7
300307,慈星股份,7.75,4.31,55.39,1.89,60.98
603130,云中马,44.0,-3.47,55.72,4.31,60.51
002414,高德红外,12.65,3.1,55.78,7.29,429.92
688676,金盘科技,80.69,2.95,55.81,7.64,371.0
300735,光弘科技,18.67,-2.51,55.87,2.74,141.41
300777,中简科技,28.05,-2.4,55.96,2.69,118.48
000062,深圳华强,29.99,-4.64,56.19,4.64,313.37
002380,科远智慧,36.11,-3.58,56.19,3.63,51.35
600521,华海药业,14.09,-2.22,56.53,2.2,210.96
000967,盈峰环境,9.84,-2.38,56.66,1.92,330.39
300856,科思股份,12.01,4.8,56.67,2.09,55.21
600770,综艺股份,5.72,-2.89,56.88,2.19,74.36
300590,移为通信,14.36,-1.03,56.88,3.59,51.38
688198,佰仁医疗,83.67,2.98,56.93,9.16,115.25
605196,华通线缆,34.49,-1.74,57.12,5.21,174.16
688281,华秦科技,48.72,3.95,57.45,3.93,185.92
600832,东方明珠,23.18,0.0,57.69,7.39,738.59
300623,捷捷微电,32.33,3.09,57.83,4.39,248.09
300221,银禧科技,16.12,-4.9,58.19,5.07,73.69
301099,雅创电子,73.57,-3.24,58.23,7.52,66.05
603489,八方股份,31.23,-1.92,58.28,2.68,73.27
603806,福斯特,15.23,-3.91,58.4,2.52,397.31
300363,博腾股份,13.81,-0.36,58.41,1.41,68.44
603026,石大胜华,81.88,0.45,58.44,3.67,190.54
605299,舒华体育,15.22,-4.16,58.67,5.19,62.05
300219,鸿利智汇,8.43,-3.66,58.83,2.29,59.57
688628,优利德,88.8,-0.22,58.84,7.41,99.25
002706,良信股份,11.49,-0.61,59.04,3.14,105.06
002645,华宏科技,30.59,-3.5,59.13,5.48,208.08
300139,晓程科技,40.05,1.44,59.21,9.21,93.58
002838,道恩股份,32.67,0.0,59.27,4.16,137.42
601100,恒立液压,122.51,2.69,59.33,9.18,1642.64
300855,图南股份,31.43,0.1,59.44,5.91,92.08
688379,华光新材,81.3,4.9,59.54,5.5,73.24
300496,中科创达,59.39,-4.81,59.62,2.66,219.49
300063,天龙集团,9.2,-2.75,59.88,3.95,57.64
002169,智光电气,14.97,-1.71,59.98,4.29,113.57
688116,天奈科技,37.16,0.6,60.25,3.62,136.2
300763,锦浪科技,92.3,1.85,60.26,4.1,296.83
002067,景兴纸业,4.1,-4.43,60.41,0.91,54.84
300792,壹网壹创,28.83,-3.58,60.48,2.33,61.27
300398,飞凯材料,42.89,-4.26,60.51,4.82,241.84
688069,德林海,51.98,-1.44,61.01,4.53,58.74
600360,华微电子,11.19,-4.77,61.11,3.08,107.46
301235,华康洁净,73.39,4.51,61.15,4.23,53.39
300726,宏达电子,65.4,-0.32,61.2,5.18,140.24
300438,鹏辉能源,69.89,-2.14,61.24,6.21,282.47
300756,金马游乐,30.13,-3.71,61.28,4.54,57.85
601111,中国国航,5.96,-3.25,61.45,1.91,693.63
603790,雅运股份,26.14,0.97,61.69,3.91,50.02
002335,科华数据,35.37,-4.33,61.9,4.24,233.35
605198,安德利,58.91,-4.04,62.11,6.9,159.37
601608,中信重工,5.15,-2.28,62.13,2.5,235.85
600094,大名城,3.86,-1.78,62.2,0.87,82.07
603297,永新光学,117.96,0.25,62.21,6.22,130.62
002044,美年健康,4.86,-2.99,62.24,2.41,188.29
300142,沃森生物,11.15,-3.21,62.4,2.41,175.83
300613,富瀚微,57.81,-0.4,62.48,4.64,126.95
000301,东方盛虹,11.61,-0.94,62.66,2.21,767.2
600111,XD北方稀,47.52,1.15,62.73,6.84,1717.88
000905,厦门港务,8.36,-1.99,62.84,1.42,62.02
002156,通富微电,60.09,-2.2,63.05,5.87,911.84
300602,飞荣达,41.63,1.88,63.06,5.89,164.61
600416,湘电股份,9.55,-2.65,63.16,1.45,140.94
600478,科力远,5.4,-1.1,63.26,3.07,89.94
300938,信测标准,37.88,0.21,63.29,7.0,112.07
002297,博云新材,21.39,2.69,63.46,5.43,122.59
603610,麒盛科技,16.94,-2.08,63.49,1.95,59.8
002922,伊戈尔,34.1,0.86,63.5,3.89,128.56
688439,振华风光,43.48,-0.18,63.69,1.73,86.96
605111,新洁能,58.39,-0.83,63.84,5.59,242.51
300184,力源信息,14.97,-3.85,63.96,4.11,157.49
300905,宝丽迪,57.26,-0.37,64.23,5.32,79.96
600129,太极集团,13.02,-2.25,64.31,2.01,71.79
002304,洋河股份,43.36,0.28,64.32,1.33,653.18
600490,鹏欣资源,6.64,1.22,64.44,2.31,132.31
002526,山东矿机,2.88,-2.04,64.52,1.58,51.01
600895,张江高科,32.47,3.47,64.87,3.68,502.86
301177,迪阿股份,25.28,1.0,64.88,1.66,101.12
688248,南网科技,47.53,-2.32,64.95,8.11,268.4
002242,九阳股份,8.44,0.96,65.05,1.91,64.29
603150,万朗磁塑,76.57,-1.54,65.06,3.76,65.45
688123,聚辰股份,121.0,-1.87,65.19,7.46,192.27
600871,石化油服,2.22,0.91,65.22,4.38,300.74
601299,中国北车,29.98,0.0,65.36,7.38,3035.8
300433,蓝思科技,42.68,1.35,65.51,4.13,2121.07
600138,中青旅,7.27,-2.55,65.52,0.84,52.62
688131,皓元医药,75.77,1.49,65.53,5.16,160.71
603228,景旺电子,75.8,0.61,65.55,5.85,739.65
688363,华熙生物,34.7,2.81,65.59,2.34,167.14
002015,协鑫能科,17.73,-4.06,65.65,2.38,287.82
000751,锌业股份,4.63,1.54,65.98,2.03,65.28
002317,众生药业,22.76,3.41,66.03,4.85,173.34
002419,天虹股份,4.54,-1.52,66.12,1.31,53.06
603229,奥翔药业,8.65,-3.24,66.48,3.03,71.82
002938,鹏鼎控股,106.5,-4.11,66.48,7.12,2459.49
001314,亿道信息,51.3,-3.48,66.61,3.51,63.81
002979,雷赛智能,51.11,-2.68,66.61,8.62,113.34
603031,安孚科技,51.6,-4.27,66.87,6.85,162.23
301252,同星科技,37.5,1.35,66.98,4.76,50.89
301382,蜂助手,36.37,-3.25,67.14,5.44,85.96
600477,杭萧钢构,2.53,-1.94,67.15,1.2,59.68
688230,芯导科技,64.65,4.24,67.86,3.38,76.03
002185,华天科技,16.75,-2.1,68.23,3.12,556.54
300298,三诺生物,14.49,-0.55,68.25,2.79,64.84
688179,阿拉丁,20.18,1.66,68.29,7.11,73.05
601222,林洋能源,6.06,0.17,68.4,0.82,123.7
003035,南网能源,6.17,-1.12,68.59,3.32,233.71
600967,内蒙一机,11.59,-3.09,68.76,1.65,197.24
002300,太阳电缆,7.49,-0.53,69.09,2.84,54.1
600740,山西焦化,3.66,1.1,69.36,0.62,93.77
301069,凯盛新材,21.3,1.43,69.44,4.23,90.9
600100,同方股份,6.9,-3.77,69.74,1.46,231.17
603098,森特股份,11.76,-1.75,70.13,2.22,63.36
603327,福蓉科技,9.8,0.0,70.17,4.29,102.46
000801,四川九洲,11.89,-2.22,70.21,3.88,120.8
603920,世运电路,53.25,-4.64,70.96,5.89,383.72
002041,登海种业,8.18,0.37,71.42,1.95,71.98
601615,明阳智能,12.11,0.08,71.6,1.04,273.87
002301,齐心集团,7.4,-0.67,71.64,1.71,53.13
000767,晋控电力,4.63,0.0,71.83,2.36,134.84
688480,赛恩斯,91.01,2.95,71.97,7.19,86.76
688591,泰凌微,29.78,1.29,72.04,2.91,50.4
