code,name,price,change_pct,pe_ttm,pb,mcap_yi
603855,华荣股份,17.45,-0.85,16.92,2.62,58.55
601066,中信建投,24.59,-1.44,16.93,2.21,1597.29
600993,马应龙,23.32,-1.31,17.02,2.19,100.35
000883,湖北能源,4.95,3.77,17.02,0.93,320.74
603605,珀莱雅,63.4,-2.28,17.03,3.95,251.05
600817,宇通重工,9.65,-1.73,17.05,1.97,51.07
600389,江山股份,22.17,-3.9,17.06,2.31,95.48
603568,伟明环保,16.18,2.93,17.14,2.32,331.44
002773,康弘药业,19.91,-0.5,17.14,2.05,136.74
300573,兴齐眼药,36.3,1.17,17.15,6.69,99.61
603658,安图生物,31.06,2.2,17.16,2.11,177.48
000538,云南白药,50.55,0.82,17.16,2.3,896.22
002226,江南化工,4.78,-4.97,17.21,1.31,126.62
603379,三美股份,61.1,0.66,17.22,4.73,373.0
002545,东方铁塔,19.41,-0.67,17.22,2.36,219.36
002287,奇正藏药,20.11,-0.89,17.23,2.28,114.82
002690,美亚光电,14.19,-0.63,17.23,5.2,61.55
603112,华翔股份,18.25,-2.25,17.24,2.23,97.57
600486,扬农化工,53.81,-0.9,17.28,1.84,217.39
600575,淮河能源,3.75,1.9,17.28,1.28,145.73
603227,雪峰科技,7.84,-1.75,17.3,1.66,84.02
002602,世纪华通,14.78,1.51,17.34,3.42,1004.57
600362,江西铜业,40.14,-0.86,17.38,1.65,833.0
000429,粤高速Ａ,13.3,-4.8,17.43,2.41,173.34
600750,华润江中,25.0,-2.23,17.47,3.68,157.21
601006,大秦铁路,5.03,-1.18,17.49,0.61,999.1
000531,穗恒运Ａ,6.72,1.05,17.56,1.01,61.13
002507,涪陵榨菜,11.69,-0.09,17.56,1.54,134.53
002204,大连重工,5.57,-1.76,17.58,1.34,107.58
603195,公牛集团,40.49,-0.64,17.62,5.09,729.09
600361,创新新材,3.99,2.05,17.63,1.31,148.93
002249,大洋电机,7.85,-2.12,17.64,2.0,146.16
002946,新乳业,16.09,-1.53,17.66,3.96,136.88
600600,青岛啤酒,60.69,-0.56,17.7,2.55,430.37
600352,浙江龙盛,10.73,-0.56,17.72,1.05,349.08
002083,孚日股份,9.01,0.45,17.72,1.75,85.26
688819,XD天能股,22.8,0.09,17.79,1.33,221.64
000928,中钢国际,5.44,-3.72,17.81,0.94,78.04
300119,瑞普生物,15.08,-2.39,17.86,1.51,50.31
300470,中密控股,30.73,1.02,17.87,2.15,60.58
600284,浦东建设,5.2,-2.26,17.9,0.64,50.45
000997,新 大 陆,17.33,-3.62,17.9,2.33,174.59
002101,广东鸿图,8.38,-2.22,17.91,0.7,55.49
002262,恩华药业,18.97,-1.81,17.94,2.42,167.68
600529,山东药玻,18.05,-3.27,17.95,1.45,119.78
688187,时代电气,54.78,0.42,17.97,1.71,475.99
600388,龙净环保,16.63,-1.13,18.03,1.97,211.21
601728,中国电信,6.24,-0.64,18.03,1.24,4844.1
600787,中储股份,4.5,-1.53,18.05,0.7,97.65
603596,伯特利,26.3,-1.57,18.05,3.01,236.08
002216,三全食品,12.44,1.22,18.06,2.5,78.43
688128,中国电研,24.22,-2.73,18.07,2.72,97.97
002558,巨人网络,23.65,-2.27,18.07,2.82,449.48
300685,艾德生物,16.51,-3.05,18.09,3.45,64.32
600909,华安证券,7.27,-2.42,18.11,1.38,365.26
002541,鸿路钢构,16.86,-2.66,18.12,1.18,83.65
601089,福元医药,16.4,-1.09,18.13,2.16,78.72
000729,燕京啤酒,11.46,-3.29,18.16,2.05,287.6
300140,节能环境,5.34,-2.02,18.18,1.17,54.47
000887,中鼎股份,20.85,-1.88,18.19,1.9,274.05
603194,中力股份,38.54,3.27,18.2,2.88,60.9
605090,九丰能源,36.33,1.48,18.21,2.23,255.95
000423,东阿阿胶,50.03,-0.22,18.21,3.26,321.62
002452,长高电气,10.74,-1.2,18.21,2.45,55.62
002847,盐津铺子,53.55,0.02,18.23,6.73,130.58
601330,绿色动力,8.15,-1.45,18.24,1.41,80.61
600535,天士力,14.2,-0.91,18.27,1.68,212.14
601816,京沪高铁,4.99,-0.6,18.29,1.16,2441.39
600790,轻纺城,3.79,-0.79,18.31,0.93,55.55
688169,石头科技,100.24,-4.79,18.31,1.82,259.88
600548,深高速,8.53,-2.18,18.34,0.92,146.24
603969,银龙股份,7.62,-2.56,18.36,2.35,64.74
300435,中泰股份,18.69,2.3,18.36,2.14,68.94
601991,大唐发电,7.99,2.96,18.39,4.02,990.45
002415,海康威视,29.98,-1.32,18.39,3.47,2712.11
600499,科达制造,14.9,-0.33,18.45,2.17,285.76
688789,宏华数科,47.37,-2.61,18.5,2.36,85.39
300009,安科生物,7.69,-1.79,18.52,2.97,94.61
000100,TCL科技,4.51,-1.53,18.54,1.54,862.85
600425,青松建化,3.53,-0.56,18.56,0.88,56.65
000418,小天鹅A,57.39,0.0,18.57,4.06,252.14
002603,以岭药业,15.23,-1.61,18.58,2.23,209.65
600017,日照港,2.65,-1.49,18.59,0.58,81.5
600089,特变电工,22.75,0.4,18.63,1.6,1149.51
600221,海航控股,1.48,1.37,18.63,9.2,634.11
600335,国机汽车,5.19,-1.52,18.66,0.66,77.2
603733,仙鹤股份,27.12,1.12,18.68,2.19,191.93
600900,长江电力,27.89,0.72,18.91,2.99,6824.19
001207,联科科技,17.16,-3.32,18.93,2.25,50.21
600863,华能蒙电,5.49,-2.31,18.98,2.06,358.33
603181,皇马科技,14.42,1.34,18.98,2.44,84.89
600631,百联股份(已合并),15.68,0.0,19.0,2.57,172.64
002311,海大集团,44.9,1.93,19.02,3.02,738.22
605319,无锡振华,25.64,-4.68,19.04,3.24,89.27
002500,山西证券,4.94,-1.4,19.07,0.95,177.33
603486,科沃斯,55.68,-4.77,19.09,3.47,319.24
688016,心脉医疗,91.42,-0.7,19.15,2.75,112.69
002978,安宁股份,26.07,1.01,19.15,1.4,96.27
601198,东兴证券,12.31,-3.07,19.18,1.29,397.91
002832,比音勒芬,20.39,-2.49,19.22,2.18,79.4
688208,道通科技,26.75,-3.08,19.26,5.09,179.27
600546,山煤国际,13.03,-0.69,19.28,1.55,258.31
600021,上海电力,17.14,-0.75,19.3,2.32,483.56
603345,安井食品,88.5,-1.57,19.31,1.84,259.57
600519,贵州茅台,1279.0,0.24,19.33,5.97,15988.54
300695,兆丰股份,57.16,-3.05,19.33,2.03,58.45
603317,天味食品,13.56,-1.02,19.37,3.46,144.35
603235,天新药业,23.05,-0.43,19.4,1.99,100.91
600298,安琪酵母,35.87,1.18,19.45,2.6,307.46
000650,仁和药业,5.13,-1.72,19.45,1.11,68.3
600621,华鑫股份,11.99,-2.52,19.46,1.36,127.2
002372,伟星新材,9.16,-3.17,19.53,3.28,134.73
301035,润丰股份,51.1,0.18,19.54,2.53,185.98
000923,河钢资源,13.92,-0.43,19.58,0.9,87.4
000617,中油资本,7.12,-0.7,19.6,0.85,900.12
002423,中粮资本,8.61,-1.71,19.62,0.83,198.38
600102,莱钢股份,7.13,0.0,19.68,1.06,65.76
601020,华钰矿业,20.54,-1.11,19.68,3.92,168.42
000709,河钢股份,2.08,-0.48,19.68,0.41,214.98
688093,世华科技,27.96,-1.13,19.74,2.81,78.4
002223,鱼跃医疗,25.32,-0.51,19.75,1.95,238.59
601127,赛力斯,67.71,-1.7,19.78,2.95,1054.38
603025,大豪科技,13.81,-2.95,19.78,6.26,153.18
601088,中国神华,47.29,-0.46,19.89,2.05,7798.61
600031,三一重工,18.22,-3.34,19.9,1.85,1544.03
603299,苏盐井神,9.81,-0.1,19.93,1.14,76.57
000739,普洛药业,15.41,-1.41,20.03,2.84,178.45
600754,锦江酒店,19.29,-1.58,20.04,1.32,174.78
000521,长虹美菱,5.83,2.1,20.08,0.98,51.03
603129,春风动力,220.49,-3.29,20.11,4.6,338.41
002010,传化智联,4.8,-1.23,20.13,0.73,132.35
002714,牧原股份,34.16,-0.78,20.16,2.35,1298.15
603223,恒通股份,9.06,0.0,20.18,1.58,63.95
601866,中远海发,2.36,0.0,20.2,1.0,230.15
600826,兰生股份,9.27,-1.17,20.23,1.57,68.18
605098,行动教育,56.23,-1.21,20.27,7.4,67.05
002351,漫步者,9.83,-1.9,20.28,3.02,51.22
002241,歌尔股份,22.72,-0.18,20.3,2.2,714.14
002315,焦点科技,24.1,-3.25,20.3,3.74,63.36
688349,三一重能,18.01,1.41,20.4,1.54,214.23
002026,山东威达,11.9,-1.9,20.4,1.36,52.42
603587,地素时尚,11.99,-1.88,20.41,1.52,56.84
301015,百洋医药,19.96,-2.3,20.43,4.79,104.9
600348,华阳股份,9.01,0.9,20.45,1.17,325.04
002768,国恩股份,66.99,2.38,20.45,2.93,118.4
601868,中国能建,2.63,-0.75,20.47,0.97,852.88
603277,银都股份,10.97,1.2,20.5,2.55,66.89
601177,杭齿前进,13.22,-2.15,20.52,1.85,52.89
603885,XD吉祥航,10.68,1.04,20.55,2.35,233.25
605333,沪光股份,18.54,-1.64,20.56,2.5,86.03
000400,许继电气,21.61,-0.37,20.56,1.79,218.63
000557,西部创业,3.93,-2.0,20.56,0.9,57.3
300456,赛微电子,39.95,0.18,20.58,4.6,238.68
600598,北大荒,14.0,0.21,20.59,3.27,248.88
601567,三星电气,13.96,-3.06,20.61,1.71,196.17
601799,星宇股份,119.58,-0.93,20.61,3.09,341.62
000549,S湘火炬,8.9,0.0,20.68,4.1,55.09
000950,重药控股,5.18,-0.77,20.71,0.76,89.52
601001,晋控煤业,20.54,0.93,20.74,1.76,343.78
603707,健友股份,7.52,-1.96,20.74,1.79,121.5
002155,湖南黄金,23.33,2.87,20.82,4.42,364.53
605499,东鹏饮料,133.12,0.94,20.83,5.13,899.91
300888,稳健医疗,27.65,-1.95,20.89,1.39,160.29
000089,深圳机场,6.33,-1.25,20.92,1.09,129.81
000712,锦龙股份,8.49,-0.24,20.93,2.85,76.05
600312,平高电气,18.15,-0.44,20.94,2.11,246.28
300059,东方财富,17.36,-2.36,20.96,2.87,2318.13
002332,仙琚制药,8.5,-0.7,21.04,1.43,83.69
002841,视源股份,33.2,-2.64,21.04,1.77,172.44
603337,XD杰克科,38.35,-1.34,21.08,3.53,181.67
300595,欧普康视,10.97,-1.35,21.1,1.99,73.33
000338,潍柴动力,27.57,-2.2,21.12,2.5,1365.61
600025,华能水电,9.7,1.25,21.16,2.55,1807.22
300832,新产业,43.75,3.35,21.16,4.02,298.87
603218,日月股份,10.63,-0.75,21.17,1.05,109.38
688155,先惠技术,75.03,-0.62,21.27,4.01,94.86
605368,蓝天燃气,7.02,1.45,21.28,1.51,50.17
300443,金雷股份,21.78,-2.24,21.34,1.1,52.88
600572,康恩贝,4.07,-1.45,21.36,1.42,102.98
000551,创元科技,14.99,-0.66,21.39,2.39,72.63
002027,分众传媒,5.34,-0.93,21.42,4.99,771.21
603093,南华期货,18.07,-0.66,21.43,2.25,110.24
600236,桂冠电力,9.79,-0.51,21.46,4.04,771.68
300444,双杰电气,12.46,0.16,21.51,4.83,78.18
601003,柳钢股份,3.55,1.72,21.54,1.02,90.98
000703,恒逸石化,12.43,-1.82,21.57,1.8,472.58
300144,宋城演艺,6.42,-2.73,21.6,2.15,166.75
600927,永安期货,12.12,-1.78,21.68,1.32,176.41
605007,五洲特纸,12.79,-2.37,21.77,1.73,51.36
600167,联美控股,5.78,-1.53,21.78,1.09,130.79
002392,北京利尔,7.41,-0.94,21.79,1.48,85.77
002461,珠江啤酒,9.12,-4.4,21.8,1.8,201.86
002920,德赛西威,85.48,-4.57,21.87,3.37,509.99
600848,上海临港,8.0,-2.56,21.89,1.2,191.51
688036,传音控股,53.17,-0.43,21.93,3.03,612.08
600872,中炬高新,17.52,-2.01,22.04,2.3,135.08
600406,国电南瑞,22.85,0.75,22.06,3.43,1829.87
300012,华测检测,13.88,-0.64,22.07,3.06,198.66
600557,康缘药业,11.7,-2.17,22.1,1.35,66.24
603300,海南华铁,4.96,-3.13,22.21,1.48,98.93
002074,国轩高科,28.35,-1.49,22.33,1.78,492.22
600956,新天绿能,7.86,0.13,22.34,1.43,184.56
300146,汤臣倍健,9.63,0.31,22.34,1.51,107.92
688100,威胜信息,30.7,-3.76,22.36,4.26,150.95
601059,信达证券,14.77,-4.03,22.37,2.16,478.99
300750,宁德时代,382.2,-1.62,22.39,5.41,16270.3
601369,陕鼓动力,9.0,4.17,22.42,1.76,153.56
603883,老百姓,11.68,-1.35,22.44,1.3,88.64
002537,海联金汇,5.77,-2.2,22.45,1.54,67.46
688612,威迈斯,31.67,-4.64,22.56,3.82,79.98
600369,西南证券,3.83,-2.05,22.58,0.96,254.51
003816,中国广核,4.24,-0.47,22.58,1.7,1667.81
002056,横店东磁,24.72,-2.98,22.6,3.65,401.71
603659,璞泰来,27.23,-1.02,22.67,2.85,583.76
300760,迈瑞医疗,146.88,2.36,22.72,4.61,1779.3
600188,兖矿能源,23.1,-1.66,22.78,3.03,1377.07
601985,中国核电,9.12,0.55,22.79,1.56,1722.16
000888,峨眉山Ａ,9.56,-2.55,22.86,1.85,50.37
001391,国货航,4.64,-2.93,22.86,2.07,70.5
002340,格林美,7.13,1.57,22.86,1.67,361.92
301358,湖南裕能,68.87,1.2,22.88,3.1,523.37
000893,亚钾国际,45.1,-1.76,22.89,3.02,366.12
600150,中国船舶,34.45,-1.74,22.93,1.73,2592.58
000968,蓝焰控股,7.07,2.02,22.96,1.07,68.4
601619,嘉泽新能,4.78,0.63,22.98,1.75,116.38
601952,苏垦农发,8.59,0.94,23.0,1.67,118.37
601890,亚星锚链,8.39,-2.33,23.04,2.07,80.49
003039,顺控发展,11.84,-0.17,23.1,2.46,73.11
002550,千红制药,5.84,-1.35,23.15,2.8,54.97
002606,大连电瓷,13.24,-3.78,23.15,2.98,55.76
600163,中闽能源,5.68,1.25,23.16,1.47,108.09
600816,建元信托,2.61,-2.61,23.17,1.68,142.74
002130,沃尔核材,18.66,-3.57,23.22,2.85,214.02
300015,爱尔眼科,8.41,1.94,23.26,3.4,669.05
300442,润泽科技,74.02,-3.75,23.26,8.47,1207.67
002683,广东宏大,29.63,-1.56,23.28,3.37,197.5
603786,科博达,45.41,0.62,23.34,3.32,183.39
300529,健帆生物,16.5,-1.2,23.34,4.15,84.56
600906,财达证券,6.35,-4.94,23.35,1.65,134.89
002270,华明装备,18.3,-3.79,23.38,5.59,164.01
601069,西部黄金,24.95,1.84,23.41,4.32,221.35
600633,浙数文化,10.91,-4.21,23.49,1.33,138.35
605088,冠盛股份,33.5,2.6,23.5,2.39,66.9
002258,利尔化学,12.94,-1.67,23.5,1.29,103.41
301345,涛涛车业,195.33,-0.75,23.5,5.89,68.42
688278,特宝生物,58.48,2.6,23.55,7.06,238.71
300759,康龙化成,21.72,-2.51,23.56,2.42,308.43
000737,北方铜业,12.8,1.11,23.57,3.28,243.78
002349,精华制药,6.33,-3.06,23.6,1.91,51.54
601882,海天精工,19.97,-1.58,23.62,3.59,104.24
603132,金徽股份,15.86,0.44,23.74,4.87,155.11
600995,南网储能,13.15,0.08,23.77,1.85,420.27
603699,纽威股份,51.8,-2.34,23.86,8.03,392.72
600875,东方电气,29.49,-2.09,23.92,2.18,667.47
601158,重庆水务,4.16,-0.48,23.92,1.14,199.68
000426,兴业银锡,36.05,1.81,24.0,5.91,639.96
000625,长安汽车,7.44,-0.4,24.0,0.96,615.07
600547,山东黄金,26.95,1.28,24.08,3.88,974.09
601880,辽港股份,1.5,-1.32,24.19,0.87,276.2
002064,华峰化学,9.86,-4.55,24.2,1.78,488.27
002595,豪迈科技,50.02,-1.5,24.29,4.95,576.22
002252,上海莱士,4.89,-2.4,24.3,1.0,322.15
000683,博源化工,6.69,-0.3,24.31,1.91,223.59
000916,华北高速,8.82,0.0,24.44,2.0,96.14
300896,爱美客,92.54,-0.74,24.44,3.67,189.2
603897,长城科技,36.24,-2.82,24.52,3.27,74.81
688029,南微医学,72.6,0.23,24.53,3.21,136.38
002511,中顺洁柔,6.76,-1.74,24.53,1.58,85.52
600888,新疆众和,11.14,2.3,24.54,1.35,173.01
600268,国电南自,11.91,-0.42,24.57,3.2,120.95
000960,锡业股份,34.86,2.62,24.57,2.82,573.6
000858,五 粮 液,79.79,0.82,24.58,2.42,3097.06
000024,招商地产,40.5,0.0,24.59,3.17,415.7
000989,九芝堂,7.79,-2.38,24.6,1.85,54.07
600395,盘江股份,5.53,-1.07,24.76,1.11,118.71
601456,国联民生,9.3,4.49,24.81,0.99,407.06
002029,七 匹 狼,8.21,1.61,24.85,0.85,54.63
600116,三峡水利,6.19,-2.52,25.05,1.04,118.36
600559,老白干酒,12.14,2.02,25.08,2.03,111.05
002283,天润工业,9.13,-3.89,25.08,1.73,91.56
600664,哈药股份,3.09,-0.64,25.12,1.33,77.82
600161,天坛生物,12.36,-3.66,25.13,2.06,244.4
002967,广电计量,17.22,-1.99,25.13,2.29,94.23
605016,百龙创园,24.44,0.16,25.18,5.1,102.65
000830,鲁西化工,12.33,0.0,25.2,1.21,234.78
300457,赢合科技,22.86,-2.06,25.22,2.14,145.13
002346,柘中股份,15.94,-4.61,25.24,2.43,62.5
002891,中宠股份,27.25,-1.2,25.27,2.64,87.72
300003,乐普医疗,11.46,-2.55,25.44,1.29,180.94
000408,藏格矿业,76.01,1.9,25.49,6.76,1192.52
300274,阳光电源,146.75,2.23,25.51,6.44,2329.7
000597,东北制药,4.48,0.9,25.53,1.15,63.13
601990,南京证券,6.35,-1.4,25.54,1.18,234.08
601609,金田股份,11.41,-2.81,25.55,2.0,197.24
300259,新天科技,5.31,-4.15,25.58,2.07,62.1
603166,福达股份,12.95,-2.85,25.6,3.21,82.97
688267,中触媒,28.47,-1.73,25.62,1.76,50.16
300957,贝泰妮,32.94,-1.76,25.68,2.28,139.53
603711,香飘飘,12.91,-1.45,25.7,1.49,53.3
000758,中色股份,6.33,-0.47,25.83,2.02,125.51
600862,中航高科,17.15,0.12,25.86,3.01,238.91
601696,中银证券,10.49,-1.5,25.87,1.51,291.41
603848,好太太,13.57,-1.31,25.96,2.16,54.61
300841,康华生物,45.35,0.91,26.01,1.68,53.93
603866,桃李面包,4.1,-4.43,26.06,1.33,65.59
600699,均胜电子,23.53,-2.77,26.11,2.12,318.84
000156,华数传媒,6.33,-3.8,26.15,0.77,107.6
688550,瑞联新材,46.25,2.37,26.16,2.52,80.4
300919,中伟新材,45.65,-0.41,26.21,2.03,416.55
002538,ST司特,6.03,0.5,26.25,0.97,51.44
002590,万安科技,10.83,-3.56,26.29,1.85,53.6
000582,北部湾港,11.21,-2.69,26.34,1.4,241.78
605020,永和股份,33.26,1.09,26.36,2.98,167.27
600835,上海机电,19.8,-1.98,26.39,1.43,159.69
002557,洽洽食品,21.45,-0.69,26.5,1.99,108.27
600723,首商股份,8.93,0.0,26.51,1.44,58.77
000672,上峰材料,16.14,1.0,26.54,1.81,156.46
603296,华勤技术,104.78,1.56,26.56,4.24,597.76
002237,恒邦股份,12.29,0.66,26.59,1.32,146.54
002901,大博医疗,41.3,-0.82,26.59,4.59,119.11
000750,国海证券,3.44,-3.1,26.6,0.96,199.39
301087,可孚医疗,43.67,-2.63,26.6,2.18,84.72
600320,振华重工,4.32,-1.59,26.63,1.42,143.0
000049,德赛电池,22.41,-2.86,26.64,1.28,86.17
300019,硅宝科技,17.19,1.42,26.65,2.56,63.36
600160,XD巨化股,41.0,2.47,26.66,5.38,1106.9
600131,国网信通,14.6,-1.22,26.67,2.7,174.6
603380,易德龙,35.07,0.03,26.67,3.71,56.27
301291,明阳电气,42.49,-1.42,26.67,2.64,69.42
001337,四川黄金,40.42,0.77,26.72,8.97,169.76
300014,亿纬锂能,55.1,-0.47,26.73,2.77,1163.98
688111,金山办公,209.56,-2.19,26.76,6.42,971.04
600885,宏发股份,31.69,-0.41,26.79,3.91,490.43
600918,中泰证券,5.19,-0.19,26.79,0.92,236.81
600009,上海机场,23.46,-1.51,26.83,1.35,480.06
002438,江苏神通,14.9,-0.47,26.87,1.99,69.86
300357,我武生物,21.85,0.14,26.87,4.18,105.74
000061,农 产 品,5.87,-1.51,26.92,1.35,105.33
601611,中国核建,10.46,-1.32,26.93,1.4,315.25
688799,华纳药厂,46.03,-0.93,26.99,2.91,60.45
002637,赞宇科技,11.53,0.61,27.0,1.44,53.61
300409,道氏技术,19.71,-2.33,27.01,1.94,135.5
600054,黄山旅游,10.76,-4.27,27.04,1.63,55.23
000700,模塑科技,14.67,-3.61,27.09,3.4,134.67
000591,太阳能,5.0,-2.34,27.22,0.82,195.17
600458,时代新材,15.23,-2.12,27.24,1.76,132.28
601028,玉龙股份,12.83,0.0,27.25,2.91,100.46
601579,会稽山,15.41,-3.45,27.28,1.97,73.89
300693,盛弘股份,42.62,-3.47,27.3,6.36,114.59
301498,乖宝宠物,40.4,-1.82,27.31,3.48,72.45
601236,红塔证券,6.46,-2.86,27.36,1.23,304.7
002475,立讯精密,64.58,-1.42,27.36,5.33,4698.81
688472,阿特斯,11.19,-0.8,27.4,1.72,407.67
002925,盈趣科技,21.08,-1.03,27.4,3.26,154.1
603583,捷昌驱动,23.84,-3.36,27.44,2.01,91.13
002085,万丰奥威,12.35,-4.34,27.45,3.43,262.23
002430,杭氧股份,27.72,2.9,27.45,2.77,271.08
600737,中粮糖业,12.72,-1.93,27.47,2.34,272.06
002472,双环传动,41.08,-3.77,27.5,3.39,307.5
688621,阳光诺和,48.07,-3.9,27.62,4.29,53.84
000537,绿发电力,8.54,-1.61,27.63,0.88,175.56
601968,XD宝钢包,4.24,-0.47,27.64,1.2,54.09
600056,中国医药,8.94,-2.19,27.7,1.11,133.68
600338,西藏珠峰,17.2,3.43,27.79,3.48,157.24
301339,通行宝,10.85,-3.81,27.84,2.29,61.82
688076,ST诺泰,27.25,-1.73,27.85,2.76,86.12
601865,福莱特,10.85,-0.91,27.86,1.15,206.26
601500,通用股份,3.95,-1.99,27.87,1.02,62.53
603693,江苏新能,14.18,0.28,27.89,1.76,126.41
603383,顶点软件,27.63,-4.99,27.91,3.98,56.75
300035,中科电气,16.31,-3.89,27.94,2.3,95.14
300413,芒果超媒,15.68,-2.91,28.0,1.24,160.2
000733,振华科技,49.75,-2.6,28.05,1.75,275.66
002152,广电运通,9.56,-3.34,28.05,1.94,237.29
002797,第一创业,6.15,-3.3,28.07,1.46,258.45
002007,华兰生物,13.19,-1.27,28.08,2.06,207.55
001316,润贝航科,36.82,-0.11,28.2,4.52,55.3
605056,咸亨国际,18.21,-1.83,28.24,4.36,73.46
600563,法拉电子,150.25,-3.06,28.27,5.37,338.06
603288,海天味业,35.17,0.2,28.27,4.9,1955.66
603919,金徽酒,18.15,0.17,28.32,2.72,92.07
300761,立华股份,17.86,0.22,28.4,1.61,112.16
301216,万凯新材,24.61,1.9,28.45,2.18,134.94
301267,华厦眼科,15.68,-0.88,28.47,2.42,101.68
601228,广州港,2.98,-1.32,28.51,1.04,224.83
603868,飞科电器,34.09,0.26,28.57,4.5,148.5
688087,英科再生,39.0,-1.49,28.62,2.63,72.64
002632,道明光学,9.69,-3.0,28.66,2.85,55.66
002202,金风科技,21.13,-0.56,28.67,2.24,710.71
600278,东方创业,6.12,-1.61,28.86,0.7,52.66
000878,云南铜业,16.08,0.75,28.86,2.18,322.18
603708,家家悦,9.55,0.0,28.95,2.53,60.96
301101,明月镜片,29.09,-2.15,29.03,3.41,55.53
300130,新国都,21.45,-4.45,29.04,2.69,93.13
600685,中船防务,25.12,-1.41,29.11,1.95,206.34
000920,沃顿科技,13.58,-1.74,29.15,3.19,64.18
002489,浙江永强,3.34,-2.62,29.15,1.62,63.89
688050,爱博医疗,39.97,0.1,29.19,2.7,77.32
002497,雅化集团,22.55,2.73,29.24,2.36,238.94
002013,中航机电,10.78,0.0,29.33,2.87,416.35
003006,百亚股份,15.09,-1.18,29.33,4.62,64.67
603661,恒林股份,36.17,-1.58,29.42,1.36,50.3
000959,首钢股份,3.19,-1.54,29.44,0.49,237.71
688513,苑东生物,45.78,-1.25,29.46,2.78,80.82
600029,南方航空,5.02,-1.76,29.49,2.45,676.54
603236,移远通信,56.15,0.59,29.52,3.29,205.69
002960,青鸟智控,8.84,-4.74,29.54,1.51,85.59
002850,科达利,190.39,1.53,29.61,4.19,398.22
300772,运达股份,12.38,-1.59,29.61,1.45,86.4
000927,中国铁物,2.45,-0.81,29.62,1.5,148.23
601888,中国中免,57.01,-1.79,29.64,2.04,1113.11
600763,通策医疗,33.53,-0.71,29.7,3.39,149.98
002594,比亚迪,89.8,-0.56,29.72,3.53,3130.98
688697,纽威数控,20.12,1.21,29.73,4.81,92.02
300680,隆盛科技,31.51,-2.81,29.73,3.48,54.87
600570,恒生电子,21.02,-3.53,29.74,4.15,398.04
600603,广汇物流,4.46,-1.98,29.86,0.72,52.45
603737,三棵树,26.19,-3.64,29.86,7.86,231.88
600133,东湖高新,7.78,-2.63,29.93,0.91,82.95
300226,上海钢联,20.09,-2.29,29.94,2.86,61.56
301078,孩子王,7.47,-1.32,29.97,2.22,94.37
605167,利柏特,14.13,-0.98,30.09,3.19,65.05
300861,美畅股份,18.46,0.27,30.12,1.88,77.88
002626,金达威,14.02,-1.27,30.13,2.06,85.5
300487,蓝晓科技,52.45,2.6,30.14,6.0,161.56
600382,广东明珠,8.22,-0.84,30.21,1.9,57.08
300113,顺网科技,19.09,-3.29,30.31,5.11,97.17
688366,昊海生科,30.88,-2.28,30.32,1.3,59.92
601008,连云港,4.37,0.69,30.35,1.31,54.22
002075,沙钢股份,3.46,-1.42,30.35,1.15,75.91
603281,江瀚新材,34.6,-1.03,30.39,2.64,129.17
002956,西麦食品,21.28,-0.47,30.43,4.16,66.5
603589,口子窖,19.95,0.45,30.48,1.11,119.32
002250,联化科技,14.03,1.23,30.49,1.85,125.57
600169,ST太重,2.21,-0.9,30.51,1.42,73.66
002158,汉钟精机,27.03,-2.49,30.58,3.42,144.22
605277,新亚电子,20.58,-3.24,30.62,3.82,65.47
603366,日出东方,6.85,-1.58,30.64,1.3,55.69
002568,百润股份,19.79,0.71,30.65,4.36,151.01
000983,山西焦煤,7.17,0.0,30.66,1.1,407.05
300001,特锐德,36.31,-1.79,30.66,4.54,372.84
000060,中金岭南,7.17,3.17,30.85,1.59,318.43
600085,同仁堂,24.3,-1.1,30.91,2.37,333.27
300304,云意电气,15.5,-4.02,30.95,4.05,132.45
300121,阳谷华泰,13.56,1.42,30.99,1.7,58.22
600299,安迪苏,10.04,-0.79,31.07,1.57,269.26
603027,千禾味业,7.85,1.16,31.23,2.98,98.09
000522,白云山A,23.27,0.0,31.28,6.55,109.15
300797,钢研纳克,13.36,-0.07,31.33,3.79,50.57
688315,诺禾致源,12.24,-4.15,31.35,1.92,50.94
000403,派林生物,11.65,-2.27,31.35,1.37,109.59
600623,华谊集团,8.37,2.45,31.44,0.79,157.02
600059,古越龙山,7.8,-1.64,31.56,1.2,71.1
688219,会通股份,11.5,-1.79,31.56,2.08,63.2
301301,川宁生物,8.38,-0.95,31.59,2.39,51.77
301606,绿联科技,60.38,-2.01,31.63,7.43,99.63
300008,天海防务,6.3,0.8,31.79,4.35,103.78
605005,合兴股份,15.82,0.96,31.81,2.98,63.44
000603,盛达资源,27.9,2.57,31.89,5.51,186.01
601101,XD昊华能,12.31,-0.65,31.9,1.48,177.26
603197,保隆科技,28.19,-1.71,31.92,1.88,59.52
603977,国泰集团,12.83,2.72,32.0,2.3,79.71
603867,新化股份,39.8,1.04,32.04,2.76,85.84
001308,康冠科技,20.37,-1.74,32.15,1.88,99.25
601096,宏盛华源,4.62,-3.75,32.18,2.62,75.91
603057,紫燕食品,23.82,-2.02,32.26,4.6,98.14
603416,信捷电气,54.01,-3.55,32.33,3.08,75.21
600288,大恒科技,12.15,-2.41,32.45,2.67,53.07
000756,新华制药,12.19,-2.32,32.45,1.59,60.82
